household_id,house_size,sqft,occupants,owns_PhoneCharging,owns_Radio,owns_TV,owns_IronBox,owns_ElectricKettle,owns_Fridge,owns_Microwave,owns_WashingMachine,owns_Laptop,owns_DeepFreezer,owns_Fan,owns_WaterHeater,monthly_consumption_kwh,monthly_bill_kes
H07441,1 Bed,612.0,1,1,1,0,0,1,0,0,0,0,0.0,0,1,76.81,1764
H07442,3+ Beds,1115.0,6,1,0,1,1,0,0,0,0,0,0.0,1,0,134.23,3297
H07443,1 Bed,,2,0,0,1,1,1,1,0,0,0,0.0,1,1,168.97,4268
H07444,1 Bed,658.0,3,1,1,1,1,1,1,0,0,0,0.0,0,0,117.47,2829
H07445,1 Bed,641.0,1,1,0,1,1,1,1,0,0,1,0.0,1,0,133.32,3272
H07446,1 Bed,612.0,3,1,0,1,1,0,1,1,1,0,0.0,1,1,154.74,3870
H07447,3+ Beds,,3,1,1,1,1,0,1,1,0,0,0.0,0,0,128.26,3131
H07448,3+ Beds,1223.0,6,1,1,0,1,1,1,1,0,0,0.0,1,1,220.49,5707
H07449,1 Bed,663.0,1,1,1,0,1,0,0,0,0,0,,0,0,36.85,770
H07450,1 Bed,572.0,1,1,1,1,1,1,1,0,0,0,0.0,1,0,111.59,2665
H07451,1 Bed,631.0,3,1,1,1,1,1,1,1,0,0,1.0,1,1,212.51,5484
H07452,3+ Beds,1165.0,4,1,1,1,1,0,0,0,0,1,0.0,0,0,127.78,3117
H07453,1 Bed,539.0,3,1,1,1,1,0,0,0,0,0,0.0,0,0,87.74,2036
H07454,1 Bed,675.0,2,1,1,1,1,0,0,0,0,0,0.0,1,0,74.35,1703
H07455,3+ Beds,1214.0,5,1,0,0,1,1,0,1,0,0,,0,0,120.22,2906
H07456,2 Beds,859.0,5,1,1,0,1,0,1,1,0,0,0.0,1,1,195.75,5016
H07457,1 Bed,672.0,3,1,1,1,1,1,1,0,0,0,0.0,0,0,146.08,3628
H07458,3+ Beds,1210.0,5,1,0,1,1,1,0,0,0,1,0.0,0,0,109.31,2601
H07459,2 Beds,881.0,5,1,1,1,1,0,0,1,0,0,0.0,1,0,108.54,2580
H07460,Studio,463.0,1,1,0,0,1,0,0,1,0,0,0.0,0,0,31.0,624
H07461,3+ Beds,1192.0,6,1,1,1,0,0,1,0,0,0,0.0,0,0,135.47,3332
H07462,1 Bed,623.0,3,1,0,1,1,0,1,0,0,0,0.0,0,0,146.61,3643
H07463,1 Bed,692.0,1,1,1,0,1,0,0,1,0,1,0.0,0,0,59.65,1337
H07464,3+ Beds,1138.0,5,1,1,0,1,0,1,0,1,0,0.0,1,0,156.05,3907
H07465,1 Bed,727.0,3,1,0,0,0,1,1,0,0,0,0.0,0,0,114.87,2757
H07466,2 Beds,911.0,4,1,1,0,1,0,0,0,0,1,0.0,0,0,87.47,2030
H07467,2 Beds,884.0,5,1,1,0,0,1,1,0,0,1,1.0,0,0,218.61,5654
H07468,1 Bed,668.0,1,0,1,1,1,1,0,1,0,0,0.0,1,0,91.66,2134
H07469,3+ Beds,1163.0,5,1,0,1,1,0,1,0,0,0,0.0,0,0,129.84,3175
H07470,2 Beds,884.0,2,0,0,1,0,1,1,0,0,0,0.0,0,1,167.86,4237
H07471,Studio,531.0,1,1,1,1,1,1,0,0,0,0,0.0,1,0,54.47,1208
H07472,2 Beds,920.0,5,1,1,1,1,1,0,0,0,0,0.0,1,0,107.63,2554
H07473,Studio,,2,1,0,0,1,0,0,0,0,0,0.0,0,1,78.48,1806
H07474,3+ Beds,1195.0,3,1,0,1,1,1,1,0,0,0,0.0,1,0,164.94,4155
H07475,2 Beds,,2,1,0,1,1,1,0,1,0,0,0.0,1,0,100.96,2368
H07476,1 Bed,688.0,2,1,1,0,1,1,0,0,0,1,0.0,0,0,72.93,1668
H07477,2 Beds,888.0,2,1,0,1,0,0,0,0,0,0,0.0,0,0,64.26,1452
H07478,2 Beds,948.0,3,1,0,1,1,1,1,0,0,1,0.0,0,0,160.37,4028
H07479,2 Beds,900.0,3,1,0,1,1,0,0,0,0,0,0.0,1,0,84.04,1944
H07480,1 Bed,649.0,3,0,0,1,1,1,0,0,0,0,0.0,1,0,91.34,2126
H07481,Studio,,2,1,1,1,0,1,0,0,0,1,0.0,0,0,63.02,1421
H07482,3+ Beds,1171.0,6,1,0,1,1,0,1,0,0,1,0.0,1,0,165.54,4172
H07483,3+ Beds,1138.0,5,1,0,1,1,0,0,1,0,1,0.0,1,0,133.73,3284
H07484,1 Bed,645.0,1,1,0,0,1,0,1,0,1,0,0.0,1,0,83.63,1934
H07485,1 Bed,686.0,2,1,1,1,1,0,1,0,1,0,0.0,1,0,128.84,3147
H07486,1 Bed,,1,1,1,1,1,0,0,1,0,0,0.0,0,0,58.17,1301
H07487,1 Bed,686.0,3,1,0,0,1,1,0,0,0,1,0.0,1,1,124.46,3025
H07488,3+ Beds,1250.0,7,1,1,1,0,0,0,0,0,1,0.0,0,0,115.01,2761
H07489,2 Beds,887.0,2,1,0,1,1,0,0,0,0,0,0.0,0,1,132.9,3260
H07490,2 Beds,901.0,5,1,1,1,1,0,1,1,0,0,0.0,0,0,162.8,4096
H07491,2 Beds,895.0,4,0,1,1,0,0,1,0,0,0,1.0,0,1,191.27,4891
H07492,Studio,477.0,2,1,0,1,1,1,1,1,0,1,0.0,1,0,148.31,3691
H07493,Studio,471.0,1,1,0,1,1,1,0,0,0,0,1.0,0,0,120.16,2904
H07494,Studio,459.0,1,1,1,1,1,1,0,0,0,0,1.0,0,0,93.22,2173
H07495,1 Bed,706.0,1,1,1,1,1,0,1,1,0,0,0.0,1,0,117.31,2825
H07496,2 Beds,917.0,2,1,1,1,1,0,1,0,1,0,0.0,0,0,128.19,3129
H07497,3+ Beds,1213.0,3,1,1,1,1,1,0,0,0,0,0.0,1,0,100.78,2363
H07498,3+ Beds,1172.0,4,1,0,1,0,0,0,0,0,0,0.0,1,0,112.09,2679
H07499,2 Beds,904.0,2,0,1,1,1,0,0,1,0,1,0.0,0,0,83.6,1933
H07500,1 Bed,705.0,1,1,1,1,0,1,0,1,0,0,0.0,1,0,66.93,1518
H07501,1 Bed,680.0,2,1,1,1,1,1,0,0,0,0,0.0,0,0,83.67,1935
H07502,2 Beds,906.0,4,0,1,0,1,0,0,0,0,0,0.0,0,0,72.52,1658
H07503,1 Bed,648.0,3,1,0,1,1,1,1,0,1,1,1.0,0,0,211.36,5452
H07504,2 Beds,864.0,5,1,0,0,0,0,1,0,0,0,0.0,0,0,140.15,3463
H07505,2 Beds,872.0,4,1,1,0,1,0,1,0,0,1,0.0,0,0,124.31,3020
H07506,Studio,493.0,2,1,0,1,1,0,0,0,0,1,0.0,1,0,77.36,1778
H07507,3+ Beds,1203.0,4,1,0,0,1,1,1,0,0,0,0.0,0,0,134.05,3292
H07508,Studio,455.0,1,1,0,0,1,1,0,1,0,0,1.0,1,0,112.8,2699
H07509,1 Bed,702.0,3,1,1,1,1,0,0,0,0,0,0.0,0,0,76.05,1745
H07510,3+ Beds,1185.0,5,1,0,1,1,0,1,0,1,0,0.0,0,0,152.68,3813
H07511,2 Beds,883.0,3,1,1,1,0,1,1,1,0,0,0.0,1,0,153.81,3844
H07512,3+ Beds,1259.0,7,1,1,1,1,1,1,0,0,1,0.0,0,0,188.87,4824
H07513,3+ Beds,1227.0,5,1,1,0,0,1,1,0,0,0,0.0,0,0,138.0,3403
H07514,1 Bed,589.0,2,1,0,1,1,0,1,0,0,1,1.0,0,0,192.29,4919
H07515,2 Beds,901.0,4,1,1,0,1,0,0,1,0,0,0.0,1,0,95.88,2239
H07516,1 Bed,621.0,3,1,1,1,1,0,1,0,0,0,0.0,1,0,119.42,2884
H07517,Studio,432.0,2,1,0,1,1,1,1,0,1,0,0.0,0,0,102.06,2399
H07518,Studio,,1,1,0,0,1,0,1,0,0,0,0.0,1,1,147.08,3656
H07519,Studio,387.0,1,1,0,1,1,0,1,1,0,0,0.0,0,0,72.02,1645
H07520,2 Beds,873.0,2,1,1,1,1,0,0,0,0,1,0.0,0,0,87.01,2018
H07521,2 Beds,975.0,4,1,0,1,1,0,0,0,0,1,,0,0,94.86,2213
H07522,3+ Beds,1194.0,5,1,0,1,1,0,0,0,0,0,0.0,0,0,104.75,2474
H07523,1 Bed,,2,1,1,1,1,0,0,0,0,0,0.0,1,0,85.39,1978
H07524,2 Beds,940.0,2,1,1,0,1,1,1,0,0,0,0.0,0,0,99.47,2328
H07525,1 Bed,598.0,2,1,1,1,1,0,1,1,0,1,0.0,0,0,143.66,3561
H07526,1 Bed,643.0,1,1,0,1,1,0,1,1,1,1,0.0,0,1,149.19,3715
H07527,2 Beds,954.0,5,1,0,1,1,1,1,0,0,0,0.0,1,0,144.61,3587
H07528,1 Bed,652.0,1,1,1,0,1,0,0,1,0,1,0.0,1,0,49.46,1084
H07529,3+ Beds,1216.0,3,1,1,1,1,0,0,0,1,0,0.0,0,0,104.79,2475
H07530,1 Bed,643.0,2,1,0,1,1,0,1,0,0,0,1.0,0,0,169.11,4272
H07531,1 Bed,666.0,1,1,1,1,1,0,1,0,1,0,0.0,1,0,102.53,2412
H07532,3+ Beds,,3,1,0,1,1,0,0,0,0,0,0.0,0,0,93.87,2189
H07533,3+ Beds,1195.0,6,1,0,1,1,0,1,1,0,1,0.0,1,0,196.34,5032
H07534,1 Bed,656.0,2,1,0,1,1,0,0,0,1,1,0.0,0,0,94.15,2196
H07535,1 Bed,662.0,2,1,0,1,1,1,1,1,0,1,0.0,0,0,132.54,3250
H07536,2 Beds,826.0,3,1,1,0,1,0,1,0,0,0,0.0,0,0,148.61,3699
H07537,Studio,489.0,1,1,0,1,1,1,0,1,1,0,0.0,0,0,70.43,1606
H07538,1 Bed,725.0,3,1,0,1,1,1,1,0,0,0,0.0,1,0,164.29,4137
H07539,2 Beds,935.0,2,1,0,0,1,1,1,0,1,0,0.0,0,1,189.71,4847
H07540,2 Beds,912.0,2,1,1,1,1,0,0,0,0,0,0.0,0,1,125.22,3046
H07541,Studio,438.0,1,1,1,0,1,1,1,1,0,1,0.0,0,0,94.3,2200
H07542,1 Bed,667.0,2,1,1,1,1,0,1,1,0,1,0.0,1,0,114.09,2735
H07543,1 Bed,730.0,2,1,1,1,0,1,1,0,0,1,0.0,0,0,109.66,2611
H07544,2 Beds,962.0,4,1,1,1,1,0,1,0,1,1,0.0,0,0,143.87,3567
H07545,Studio,425.0,2,1,0,1,1,1,0,1,1,0,0.0,0,0,71.95,1643
H07546,3+ Beds,1263.0,7,1,1,0,1,1,0,1,0,1,0.0,0,0,140.4,3470
H07547,Studio,425.0,2,0,1,1,1,0,1,0,0,0,0.0,0,0,137.21,3381
H07548,2 Beds,877.0,2,1,1,1,0,1,0,0,1,0,0.0,0,0,90.11,2095
H07549,2 Beds,897.0,4,1,0,0,1,0,0,0,0,0,0.0,1,0,79.5,1831
H07550,3+ Beds,1228.0,4,1,1,1,1,1,1,0,1,0,0.0,1,0,167.36,4223
H07551,2 Beds,894.0,2,0,0,1,1,1,0,0,0,0,0.0,1,0,67.85,1541
H07552,3+ Beds,1242.0,4,1,1,1,1,0,0,0,0,0,0.0,1,0,124.02,3012
H07553,2 Beds,915.0,3,1,1,0,1,0,0,0,0,1,1.0,1,0,150.56,3754
H07554,1 Bed,715.0,1,1,1,1,1,0,0,1,0,1,0.0,1,1,135.89,3344
H07555,1 Bed,598.0,1,1,1,1,1,0,0,0,0,1,1.0,1,0,126.51,3082
H07556,2 Beds,908.0,2,1,0,1,0,0,1,1,0,1,0.0,0,0,124.95,3038
H07557,2 Beds,929.0,5,1,1,1,1,0,0,0,0,0,0.0,1,1,177.99,4520
H07558,2 Beds,,5,1,0,1,1,0,0,0,0,1,0.0,0,0,117.34,2826
H07559,2 Beds,820.0,3,1,0,1,1,0,0,0,0,1,0.0,0,0,106.65,2527
H07560,1 Bed,644.0,2,1,0,1,1,0,1,1,0,1,0.0,0,1,208.92,5384
H07561,2 Beds,825.0,2,1,0,0,1,0,0,0,0,1,0.0,1,0,72.58,1659
H07562,2 Beds,920.0,2,1,1,1,1,0,1,0,1,0,,1,0,126.39,3078
H07563,Studio,431.0,2,1,0,1,1,0,1,0,0,1,0.0,1,1,168.78,4263
H07564,1 Bed,666.0,3,1,0,1,1,0,1,1,0,0,0.0,0,0,124.15,3016
H07565,2 Beds,943.0,3,1,0,1,1,1,1,1,1,0,0.0,1,0,154.64,3868
H07566,2 Beds,938.0,3,1,0,1,1,0,0,1,1,0,0.0,0,0,104.82,2476
H07567,1 Bed,,3,1,0,0,1,1,0,1,0,1,0.0,0,0,86.44,2004
H07568,2 Beds,928.0,5,1,1,1,1,0,1,1,1,0,0.0,1,0,148.78,3704
H07569,2 Beds,1026.0,4,1,0,1,1,1,0,0,0,1,0.0,0,0,111.16,2653
H07570,1 Bed,634.0,2,1,1,0,0,0,1,1,0,0,0.0,1,0,89.45,2079
H07571,1 Bed,676.0,1,1,0,1,1,1,1,1,1,1,0.0,1,0,139.59,3447
H07572,2 Beds,884.0,2,1,0,1,1,0,1,0,0,0,0.0,0,0,135.0,3319
H07573,3+ Beds,1237.0,5,1,0,0,1,1,1,0,0,0,0.0,1,0,173.24,4387
H07574,2 Beds,872.0,5,0,0,1,1,0,1,0,0,0,0.0,1,0,159.34,3999
H07575,1 Bed,678.0,3,1,1,1,1,0,1,1,0,1,0.0,0,0,118.35,2854
H07576,2 Beds,845.0,5,1,1,0,0,1,1,1,0,1,1.0,0,0,199.8,5129
H07577,2 Beds,911.0,3,1,0,1,1,0,1,0,0,1,0.0,0,0,149.47,3723
H07578,3+ Beds,1304.0,6,1,0,1,1,1,1,0,0,1,0.0,1,1,211.12,5445
H07579,Studio,408.0,1,1,0,1,0,0,1,0,0,1,0.0,0,1,147.46,3667
H07580,2 Beds,881.0,4,1,1,0,1,0,0,1,0,0,0.0,0,0,102.64,2415
H07581,1 Bed,,2,1,0,1,1,0,0,1,0,1,0.0,0,0,83.39,1928
H07582,3+ Beds,1160.0,7,1,1,1,1,0,0,0,1,0,1.0,0,0,203.81,5241
H07583,2 Beds,811.0,5,1,0,0,1,0,0,0,0,0,0.0,1,0,99.02,2317
H07584,Studio,388.0,2,1,0,1,1,1,1,0,0,0,0.0,1,0,105.54,2496
H07585,2 Beds,912.0,4,1,1,0,0,0,0,0,0,0,0.0,1,0,72.68,1662
H07586,2 Beds,948.0,5,1,0,0,0,1,1,0,0,0,0.0,0,0,123.02,2984
H07587,1 Bed,658.0,1,1,0,0,1,1,1,0,0,1,,0,1,134.64,3309
H07588,Studio,457.0,1,1,1,0,1,0,1,1,0,0,0.0,1,0,111.91,2674
H07589,1 Bed,697.0,2,1,1,1,1,1,0,0,0,1,0.0,0,0,73.72,1687
H07590,2 Beds,902.0,4,1,1,1,0,0,0,1,0,0,1.0,1,0,150.98,3765
H07591,1 Bed,707.0,2,1,0,1,1,0,1,0,1,0,1.0,1,0,231.92,6026
H07592,Studio,513.0,1,1,1,1,1,1,0,1,0,1,0.0,0,0,70.12,1598
H07593,Studio,441.0,2,1,0,0,1,0,0,0,1,0,,0,0,105.84,2504
H07594,2 Beds,955.0,2,0,1,1,0,1,0,0,0,0,0.0,0,1,140.19,3464
H07595,2 Beds,932.0,3,1,1,1,1,1,1,0,0,1,0.0,1,0,167.54,4228
H07596,2 Beds,,2,1,0,1,1,1,0,0,0,1,0.0,1,0,71.58,1634
H07597,1 Bed,653.0,1,1,0,1,1,1,0,1,0,0,0.0,1,1,117.11,2819
H07598,1 Bed,697.0,3,1,0,1,1,1,0,0,0,0,0.0,1,0,95.24,2223
H07599,2 Beds,,5,1,1,1,1,0,1,0,0,1,0.0,0,1,162.59,4090
H07600,1 Bed,591.0,2,1,0,0,1,1,1,1,0,1,0.0,0,0,115.45,2773
H07601,Studio,500.0,2,1,0,0,1,1,1,1,0,0,0.0,1,0,94.34,2201
H07602,1 Bed,732.0,2,1,0,1,1,1,1,0,0,0,0.0,0,0,117.61,2833
H07603,1 Bed,665.0,2,1,1,0,1,1,0,1,1,0,0.0,1,1,141.6,3503
H07604,1 Bed,695.0,3,1,0,0,0,0,0,1,0,0,0.0,0,1,105.55,2496
H07605,3+ Beds,1139.0,7,1,1,1,1,1,0,0,0,0,0.0,0,0,136.25,3354
H07606,1 Bed,601.0,2,1,1,0,1,0,0,1,0,0,0.0,0,0,52.31,1155
H07607,Studio,432.0,1,1,1,1,1,1,0,0,0,0,0.0,0,0,43.51,936
H07608,2 Beds,889.0,5,1,1,0,1,1,0,0,1,0,1.0,0,0,164.27,4137
H07609,Studio,460.0,2,1,0,1,1,0,1,0,0,0,0.0,0,0,97.53,2280
H07610,1 Bed,635.0,1,1,1,1,1,0,0,0,0,0,0.0,1,1,90.22,2098
H07611,1 Bed,651.0,1,1,1,1,1,0,1,0,1,1,0.0,0,0,102.58,2413
H07612,1 Bed,646.0,1,1,1,1,0,1,0,0,0,0,0.0,0,1,95.39,2227
H07613,2 Beds,928.0,4,1,1,0,1,0,1,1,0,0,0.0,1,1,174.19,4414
H07614,Studio,496.0,1,1,1,1,1,0,1,0,0,0,0.0,0,0,64.94,1469
H07615,2 Beds,939.0,2,1,1,1,1,1,1,0,0,1,0.0,0,0,137.78,3397
H07616,Studio,509.0,1,1,0,1,1,0,0,1,0,0,0.0,0,0,52.82,1167
H07617,2 Beds,896.0,2,1,1,1,1,0,1,0,0,1,0.0,0,0,119.35,2882
H07618,3+ Beds,1185.0,6,1,0,1,1,0,1,1,1,1,1.0,1,0,263.37,6905
H07619,2 Beds,828.0,3,1,1,0,1,0,0,0,0,0,0.0,0,0,68.43,1556
H07620,3+ Beds,1136.0,7,1,0,0,0,0,0,1,0,0,0.0,0,0,115.34,2770
H07621,2 Beds,,3,1,0,1,1,0,1,0,0,0,0.0,1,0,105.16,2485
H07622,1 Bed,,1,1,0,0,1,1,1,0,0,1,0.0,0,0,111.54,2664
H07623,1 Bed,655.0,3,1,1,0,1,1,1,1,0,0,0.0,0,0,111.88,2673
H07624,2 Beds,890.0,5,1,0,1,1,1,1,0,0,0,0.0,0,0,172.51,4367
H07625,Studio,404.0,1,1,1,0,1,1,0,0,0,1,0.0,1,0,58.35,1305
H07626,2 Beds,815.0,2,1,1,0,1,1,0,0,1,1,0.0,0,0,73.17,1674
H07627,1 Bed,629.0,3,1,0,1,1,1,1,1,1,1,0.0,1,0,124.28,3020
H07628,3+ Beds,1192.0,4,1,1,1,0,0,1,1,0,0,0.0,0,0,144.3,3579
H07629,1 Bed,550.0,2,1,0,0,1,1,1,0,1,0,0.0,1,0,101.56,2385
H07630,1 Bed,705.0,1,1,1,0,1,1,1,0,0,1,0.0,0,0,102.43,2409
H07631,1 Bed,625.0,1,1,0,1,0,0,0,0,1,1,0.0,1,0,58.66,1313
H07632,2 Beds,920.0,5,1,0,1,1,0,1,0,0,0,0.0,1,0,156.57,3922
H07633,3+ Beds,1255.0,7,1,0,1,1,0,0,0,0,0,0.0,0,0,141.1,3489
H07634,2 Beds,963.0,5,1,1,1,1,0,1,0,0,0,0.0,0,0,141.13,3490
H07635,2 Beds,,2,1,1,0,1,1,0,0,0,0,0.0,1,0,86.71,2011
H07636,2 Beds,,3,0,1,0,1,1,1,1,0,0,0.0,0,0,111.93,2675
H07637,Studio,489.0,2,1,1,1,1,1,0,0,0,0,0.0,1,0,81.67,1885
H07638,2 Beds,905.0,2,1,0,1,1,0,0,0,0,0,1.0,0,0,153.57,3838
H07639,2 Beds,915.0,3,1,1,1,1,1,0,1,1,0,0.0,1,0,119.79,2894
H07640,2 Beds,867.0,2,1,1,1,1,0,1,0,0,0,0.0,0,0,96.38,2251
H07641,1 Bed,663.0,1,1,0,0,1,0,1,1,0,0,0.0,0,0,67.36,1529
H07642,1 Bed,626.0,2,1,1,1,1,1,0,0,0,0,0.0,0,0,77.93,1792
H07643,1 Bed,644.0,2,1,1,1,1,1,0,0,0,1,0.0,0,0,92.4,2152
H07644,Studio,457.0,2,1,0,1,1,0,1,0,0,0,1.0,0,1,196.78,5045
H07645,1 Bed,690.0,1,1,0,1,0,1,0,0,0,0,0.0,0,0,73.98,1694
H07646,1 Bed,643.0,2,1,1,1,1,0,0,1,0,0,0.0,0,1,93.04,2168
H07647,2 Beds,892.0,2,1,1,0,1,0,1,0,1,1,0.0,0,0,116.64,2806
H07648,3+ Beds,1186.0,5,1,0,1,0,0,1,0,0,0,0.0,0,0,150.08,3740
H07649,2 Beds,1012.0,2,1,1,1,0,0,1,1,0,0,0.0,1,0,157.88,3958
H07650,2 Beds,886.0,4,1,0,1,1,1,1,0,0,0,0.0,1,0,150.23,3744
H07651,2 Beds,921.0,2,1,0,1,1,1,1,1,0,1,0.0,0,0,132.59,3252
H07652,1 Bed,592.0,3,1,1,1,1,1,1,1,0,0,0.0,0,0,136.55,3362
H07653,Studio,454.0,1,1,0,1,1,1,1,0,0,1,0.0,0,0,111.56,2664
H07654,2 Beds,854.0,4,1,1,1,1,1,1,1,0,1,0.0,1,0,165.4,4168
H07655,2 Beds,880.0,3,1,0,0,1,1,0,0,0,1,0.0,1,0,71.58,1634
H07656,2 Beds,,5,1,1,0,1,1,0,1,0,1,0.0,1,0,123.59,3000
H07657,3+ Beds,1272.0,4,1,1,1,1,0,1,0,0,1,0.0,0,0,147.77,3676
H07658,2 Beds,909.0,5,1,0,1,1,1,1,0,1,1,0.0,0,1,214.96,5552
H07659,3+ Beds,1227.0,6,1,0,0,1,0,0,1,0,0,0.0,0,0,132.56,3251
H07660,Studio,459.0,2,1,1,1,1,0,1,0,0,1,0.0,0,0,80.48,1856
H07661,3+ Beds,1185.0,6,1,1,1,1,0,1,0,0,0,1.0,0,0,228.81,5939
H07662,2 Beds,,4,1,1,1,1,1,1,0,0,1,0.0,0,0,177.98,4520
H07663,2 Beds,942.0,2,1,0,0,0,0,1,0,0,0,0.0,1,0,84.76,1962
H07664,2 Beds,911.0,5,1,0,1,1,0,1,0,0,1,0.0,1,0,177.19,4497
H07665,1 Bed,637.0,3,1,1,1,0,1,0,0,0,0,,0,0,62.16,1400
H07666,1 Bed,633.0,2,1,1,1,1,0,0,0,0,1,0.0,0,0,79.56,1833
H07667,3+ Beds,1222.0,6,1,0,0,0,1,0,0,0,0,1.0,1,0,200.03,5135
H07668,2 Beds,889.0,5,1,0,0,1,0,1,0,0,0,0.0,0,1,178.51,4534
H07669,3+ Beds,1240.0,4,1,1,0,1,1,1,0,1,0,0.0,0,0,166.37,4195
H07670,1 Bed,596.0,1,1,0,1,1,1,1,0,1,0,0.0,0,0,113.99,2732
H07671,2 Beds,933.0,3,1,1,1,1,1,1,0,0,1,0.0,0,0,171.91,4350
H07672,2 Beds,870.0,4,1,1,0,1,0,1,0,1,1,0.0,0,0,144.21,3576
H07673,Studio,449.0,2,1,1,0,1,0,1,0,0,0,0.0,1,0,112.56,2692
H07674,2 Beds,,2,1,1,0,1,0,0,1,0,0,0.0,0,0,80.93,1867
H07675,1 Bed,694.0,2,1,1,0,1,0,1,0,0,0,0.0,1,1,150.32,3747
H07676,1 Bed,632.0,2,1,0,1,1,0,0,0,0,0,0.0,0,0,74.32,1702
H07677,1 Bed,637.0,1,1,1,1,1,1,0,0,0,0,0.0,0,0,61.03,1372
H07678,2 Beds,939.0,2,1,0,0,1,0,1,1,0,0,0.0,0,0,138.64,3421
H07679,2 Beds,940.0,3,1,0,1,1,0,1,0,1,0,0.0,0,0,147.02,3655
H07680,3+ Beds,1201.0,7,1,0,1,1,1,0,0,0,0,0.0,1,1,194.25,4974
H07681,3+ Beds,1233.0,5,1,0,1,1,1,0,0,1,1,0.0,0,0,134.9,3316
H07682,3+ Beds,1186.0,5,1,1,0,0,1,1,1,0,1,0.0,1,0,189.17,4832
H07683,3+ Beds,1092.0,6,1,1,1,1,1,1,1,0,0,0.0,1,0,210.77,5435
H07684,2 Beds,947.0,5,1,1,0,1,0,0,0,0,1,0.0,0,0,89.23,2073
H07685,1 Bed,633.0,2,1,1,1,0,1,0,0,0,1,0.0,0,0,74.66,1711
H07686,2 Beds,927.0,3,1,0,1,0,1,1,0,0,1,0.0,0,0,152.59,3810
H07687,Studio,446.0,1,1,1,1,1,0,0,0,0,0,0.0,0,1,88.76,2062
H07688,2 Beds,891.0,2,1,1,0,1,0,0,1,0,1,0.0,0,0,85.66,1985
H07689,1 Bed,617.0,3,1,1,0,1,0,0,0,0,1,0.0,0,1,114.74,2753
H07690,2 Beds,933.0,4,1,1,1,1,1,1,0,0,0,0.0,0,0,145.95,3625
H07691,2 Beds,936.0,4,1,0,0,1,0,1,1,1,0,0.0,0,1,158.17,3966
H07692,Studio,503.0,1,0,1,1,1,0,0,0,1,0,0.0,0,0,55.8,1242
H07693,3+ Beds,1231.0,4,1,1,1,1,1,1,1,0,0,0.0,0,1,199.99,5134
H07694,Studio,470.0,1,1,0,0,0,0,0,1,1,0,,1,1,157.12,3937
H07695,1 Bed,632.0,2,1,0,1,1,0,1,1,0,0,0.0,1,0,115.06,2762
H07696,1 Bed,654.0,3,1,0,1,1,1,0,0,0,0,0.0,0,0,74.53,1708
H07697,Studio,470.0,2,1,1,1,1,0,0,1,0,0,0.0,1,0,61.82,1391
H07698,1 Bed,,1,1,1,1,0,0,1,0,1,0,0.0,0,0,92.45,2153
H07699,1 Bed,606.0,3,1,1,1,0,1,0,0,0,0,0.0,0,0,77.03,1770
H07700,Studio,445.0,2,1,1,1,1,0,1,0,0,0,0.0,1,1,151.11,3769
H07701,3+ Beds,1235.0,6,1,0,1,1,1,0,0,0,0,1.0,1,1,195.58,5011
H07702,1 Bed,709.0,3,1,1,1,1,1,1,0,0,1,0.0,0,0,155.8,3900
H07703,3+ Beds,,5,1,0,1,1,0,1,0,0,0,0.0,0,1,206.88,5327
H07704,2 Beds,872.0,4,1,0,0,1,1,1,0,0,0,0.0,0,0,98.59,2306
H07705,1 Bed,655.0,1,1,0,1,1,0,0,0,1,0,0.0,1,0,59.48,1333
H07706,Studio,432.0,1,1,1,1,1,0,0,0,0,0,1.0,1,1,179.75,4569
H07707,3+ Beds,1170.0,4,1,0,0,0,1,1,0,1,1,0.0,1,0,150.13,3742
H07708,Studio,438.0,1,1,1,0,0,0,1,0,0,1,1.0,0,1,187.85,4795
H07709,2 Beds,907.0,4,1,0,0,0,0,1,0,0,1,0.0,1,0,138.24,3409
H07710,2 Beds,935.0,3,1,1,1,1,1,0,0,0,0,0.0,0,0,111.11,2652
H07711,1 Bed,592.0,3,1,1,1,0,0,1,0,0,0,0.0,0,0,119.12,2875
H07712,Studio,447.0,1,1,1,0,1,1,1,0,0,1,0.0,0,0,132.22,3241
H07713,1 Bed,612.0,2,1,1,0,1,1,0,1,0,0,0.0,0,0,58.9,1319
H07714,Studio,509.0,1,1,1,0,0,0,1,0,0,1,0.0,1,0,91.89,2140
H07715,2 Beds,,3,1,1,0,1,0,1,0,0,0,0.0,0,1,154.08,3852
H07716,2 Beds,883.0,5,1,1,1,1,0,0,0,0,0,0.0,0,0,99.05,2318
H07717,Studio,424.0,1,1,0,1,1,1,0,0,1,0,0.0,0,1,96.38,2251
H07718,2 Beds,927.0,5,1,0,1,1,0,1,1,0,1,0.0,1,0,155.11,3881
H07719,1 Bed,691.0,2,1,1,1,0,1,0,0,0,0,0.0,0,0,95.7,2234
H07720,2 Beds,862.0,3,1,0,0,1,0,0,0,0,0,1.0,1,1,149.12,3713
H07721,1 Bed,635.0,1,1,1,1,1,1,0,0,0,1,0.0,1,0,77.98,1793
H07722,1 Bed,663.0,3,1,1,1,1,0,0,1,1,1,0.0,1,0,113.31,2713
H07723,1 Bed,609.0,3,1,1,1,1,1,1,0,0,1,0.0,0,0,136.55,3362
H07724,3+ Beds,1262.0,4,1,0,1,0,1,1,0,0,0,0.0,1,0,158.73,3982
